D,N1,N2,N3,N4,N5,N6,N7,W
20050919,1,6,10,11,28,31,44
20050922,2,12,23,30,31,34,44
20050926,5,13,14,17,28,40,43
20050929,11,12,15,16,29,31,41
20051003,1,6,8,17,20,28,39
20051006,6,16,23,24,29,33,44
20051010,10,11,19,26,34,35,43
20051013,1,5,16,17,30,42,45
20051017,20,21,22,23,29,31,32
20051020,4,5,27,28,33,42,45
20051024,1,2,8,17,19,28,44
20051027,23,28,36,38,41,42,43
20051031,9,15,18,19,20,35,44
20051103,8,9,12,24,35,37,43
20051107,3,5,10,12,20,24,40
20051110,13,22,23,27,37,38,39
20051114,4,17,23,24,30,32,35
20051117,4,25,30,33,37,38,41
20051121,7,22,26,31,32,37,44
20051124,10,15,17,19,35,40,44
20051128,13,15,28,32,34,41,45
20051201,1,12,19,30,39,40,43
20051205,4,12,13,21,24,27,34
20051208,11,16,23,28,33,43,45
20051212,9,24,30,37,39,41,45
20051215,2,6,26,27,37,41,43
20051219,2,3,18,34,35,42,44
20051222,10,13,24,30,39,41,43
20051226,4,15,19,23,27,29,42
20051229,1,6,7,30,33,38,42
20060102,4,8,14,16,19,36,37
20060105,1,2,13,16,26,30,34
20060109,3,14,16,27,33,38,42
20060112,6,12,17,19,33,34,44
20060116,1,8,18,25,29,38,39
20060119,1,5,16,26,27,40,44
20060123,2,14,16,22,27,29,41
20060126,1,2,3,8,24,36,42
20060130,12,14,18,20,24,36,37
20060202,5,17,21,23,33,41,44
20060206,3,10,25,27,32,41,42
20060210,9,11,15,23,24,30,42
20060213,7,10,13,16,33,37,42
20060216,1,6,13,14,18,23,42
20060220,3,14,16,17,34,38,40
20060223,3,6,13,19,21,35,40
20060227,2,3,4,7,13,31,33
20060302,10,14,19,22,27,29,45
20060306,1,9,28,30,31,43,45
20060309,5,8,23,28,35,39,45
20060313,3,4,6,16,17,32,43
20060316,1,21,31,33,38,40,41
20060320,2,9,22,31,34,36,41
20060323,9,16,18,25,32,40,44
20060327,4,12,13,20,30,33,43
20060330,5,9,15,21,22,30,43
20060403,7,9,13,22,31,41,44
20060406,2,19,23,24,31,35,38
20060410,4,5,7,11,30,32,38
20060413,8,11,22,29,41,44,45
20060417,17,22,23,27,31,34,37
20060420,1,25,26,30,35,36,42
20060424,2,9,18,20,27,33,38
20060427,1,6,9,15,19,27,28
20060501,1,4,6,23,27,28,41
20060504,2,10,16,20,23,25,29
20060508,1,17,27,31,38,40,41
20060511,6,12,18,19,23,34,35
20060515,5,8,17,25,29,38,39
20060518,9,11,26,30,31,32,34
20060522,7,11,14,23,24,31,40
20060525,1,7,10,12,18,38,45
20060529,2,3,12,30,31,34,44
20060601,3,11,17,19,29,30,34
20060605,6,9,10,11,32,38,45
20060608,1,12,21,26,31,37,45
20060612,4,14,15,36,41,42,43
20060615,5,9,21,24,30,31,39
20060619,3,4,7,8,15,21,31
20060622,7,10,15,28,32,37,41
20060626,1,10,12,29,34,35,38
20060629,7,15,20,26,30,36,43
20060703,4,9,12,13,17,27,30
20060706,10,14,18,23,24,27,32
20060710,26,28,33,37,39,41,42
20060713,7,8,16,19,22,35,43
20060717,3,6,7,12,17,20,44
20060720,1,16,18,23,28,31,38
20060724,8,11,12,17,18,19,33
20060727,11,19,27,35,36,43,44
20060731,5,13,14,25,31,38,44
20060803,21,25,27,30,36,41,45
20060807,1,11,24,25,28,42,44
20060810,3,8,11,13,31,36,44
20060814,9,17,19,28,35,36,40
20060817,5,8,19,30,37,42,45
20060821,1,2,3,13,28,34,44
20060824,4,7,21,29,32,36,38
20060828,2,5,20,23,30,35,45
20060831,1,9,12,17,21,36,41
20060904,3,5,28,29,33,40,44
20060907,1,4,10,12,16,19,45
20060911,8,14,24,25,31,36,43
20060914,1,4,12,15,26,29,45
20060918,7,15,20,28,32,35,44
20060921,8,13,17,22,25,31,34
20060925,1,3,11,12,18,19,33
20060928,2,6,22,28,31,39,40
20061002,4,7,10,13,22,34,35
20061006,5,13,24,31,35,38,43
20061009,11,18,26,28,30,33,43
20061012,4,7,12,19,20,31,34
20061016,3,11,21,22,23,35,44
20061019,2,8,15,23,31,37,38
20061023,3,6,9,16,23,26,41
20061026,7,16,19,21,24,32,41
20061030,1,4,18,21,22,24,40
20061102,8,12,22,29,31,43,45
20061106,10,21,26,27,32,37,43
20061109,5,6,12,14,17,22,29
20061113,1,7,14,15,18,28,43
20061116,5,13,17,18,21,22,28
20061120,4,13,18,27,37,38,44
20061123,5,17,21,23,32,38,42
20061127,4,13,15,17,26,28,30
20061130,3,9,17,27,33,34,38
20061204,4,7,11,18,25,34,37
20061207,3,5,7,11,24,34,44
20061211,4,5,7,9,10,35,37
20061214,1,5,6,18,25,29,35
20061218,5,7,15,25,30,32,38
20061221,2,5,7,17,29,39,43
20061225,6,10,14,26,27,31,37
20061228,5,24,27,29,32,36,45
20070101,6,8,9,10,38,41,45
20070104,7,10,22,24,29,34,44
20070108,11,17,18,19,34,38,40
20070111,9,10,23,31,35,43,45
20070115,16,20,21,24,27,35,36
20070118,2,8,17,24,26,40,45
20070122,1,10,13,20,32,36,44
20070125,14,16,25,26,36,44,45
20070129,17,21,28,32,37,38,39
20070201,10,17,19,24,25,26,45
20070205,19,20,29,32,34,36,41
20070208,3,5,12,19,24,31,40
20070212,3,5,10,16,17,33,40
20070215,3,8,11,16,26,29,39
20070219,2,17,24,25,30,32,41
20070222,6,12,20,30,33,39,41
20070226,6,11,13,14,17,33,41
20070302,5,6,14,16,17,28,35
20070305,7,18,19,20,26,27,41
20070308,4,5,8,11,22,26,43
20070312,14,17,34,38,39,40,42
20070315,5,7,12,13,22,27,30
20070319,2,15,16,19,25,32,37
20070322,3,9,18,26,34,42,43
20070326,8,10,32,39,40,42,44
20070329,3,5,9,17,21,36,43
20070402,3,7,9,26,29,30,38
20070405,4,8,16,17,29,41,44
20070409,14,15,19,22,32,34,44
20070412,5,8,12,14,18,19,30
20070416,3,10,16,23,24,29,33
20070419,19,21,24,25,41,43,44
20070423,3,6,8,27,30,35,39
20070426,2,4,12,30,37,38,44
20070430,1,7,16,20,27,39,45
20070503,6,7,10,11,13,37,39
20070507,7,21,23,26,31,33,35
20070510,7,18,22,27,31,36,45
20070514,5,11,12,14,17,19,23
20070517,3,5,6,14,17,32,39
20070521,8,11,15,17,32,39,42
20070524,5,24,26,29,40,41,43
20070528,7,11,16,17,20,33,35
20070531,6,9,10,25,32,34,38
20070604,4,10,24,29,34,38,40
20070607,1,10,18,27,33,37,45
20070611,4,9,12,15,24,43,44
20070614,8,19,22,28,30,33,38
20070618,8,13,18,20,21,26,43
20070621,11,13,19,30,31,35,44
20070625,1,8,24,26,38,41,42
20070628,17,18,33,34,38,41,42
20070702,4,13,20,31,32,36,41
20070706,1,5,9,10,11,15,27
20070709,15,19,20,22,27,35,38
20070712,4,13,17,22,31,35,40
20070716,3,4,5,17,20,22,44
20070719,10,17,18,27,39,41,45
20070723,9,10,13,19,33,37,42
20070726,1,8,11,25,29,31,32
20070730,7,14,22,29,37,39,40
20070802,6,13,15,17,35,39,42
20070809,7,10,11,25,31,34,39
20070813,17,18,20,25,26,27,43
20070820,3,16,28,34,37,41,43
20070823,2,3,9,14,21,28,40
20070827,1,4,12,25,27,30,34
20070830,14,16,22,24,40,41,43
20070903,8,17,21,33,37,39,41
20070906,5,12,16,22,38,40,42
20070910,3,5,6,12,16,20,27
20070913,2,7,25,27,32,41,43
20070917,5,7,8,12,15,24,26
20070921,4,6,14,19,34,36,40
20070924,7,8,16,28,31,37,41
20070927,1,4,14,17,29,36,39
20071001,2,14,18,31,35,39,41
20071004,1,6,21,26,32,37,40
20071008,8,24,27,28,32,33,39
20071011,6,9,14,15,22,24,43
20071015,4,7,11,24,29,41,42
20071018,7,24,26,30,31,33,39
20071022,2,16,18,23,24,29,42
20071025,15,27,30,31,33,36,45
20071029,3,10,11,17,26,30,36
20071101,2,8,20,27,28,35,41
20071105,1,17,24,34,40,42,43
20071108,2,4,8,15,17,38,39
20071112,4,5,6,11,17,26,36
20071115,8,11,16,27,30,37,38
20071119,1,5,9,11,39,42,43
20071122,17,21,24,37,38,41,44
20071126,7,19,22,24,28,29,33
20071129,3,5,7,8,16,18,25
20071203,2,7,22,23,25,33,39
20071206,1,2,21,30,31,35,37
20071210,2,5,7,8,17,22,36
20071213,7,10,18,26,31,33,43
20071217,3,5,8,12,18,43,45
20071220,5,6,7,16,17,23,39
20071224,1,15,25,26,27,30,41
20071227,8,12,27,31,33,35,38
20071231,2,3,10,21,22,33,39
20080103,3,11,16,17,32,35,42
20080107,4,8,10,11,12,20,24
20080110,9,11,17,25,33,37,43
20080114,3,22,23,25,27,34,43
20080117,6,13,16,20,32,35,40
20080121,2,7,10,14,23,27,40
20080124,6,14,19,24,39,40,43
20080128,2,7,9,11,25,29,30
20080131,7,12,13,17,29,38,42
20080204,3,9,19,27,39,43,44
20080207,1,3,18,22,27,36,37
20080211,5,8,17,30,31,42,43
20080214,4,12,15,33,38,42,45
20080216,5,6,25,30,35,39,41
20080221,1,2,15,18,19,25,37
20080225,6,9,24,29,34,39,41
20080228,9,19,21,24,27,32,38
20080303,4,6,15,26,28,35,42
20080306,2,3,12,29,31,33,36
20080310,10,15,20,27,28,30,35
20080313,1,2,8,11,12,33,44
20080317,8,23,27,32,33,35,44
20080320,1,7,9,11,15,41,42
20080324,14,18,19,24,32,39,40
20080327,1,8,16,24,25,27,36
20080331,1,4,15,30,40,42,43
20080403,4,5,9,14,18,27,31
20080407,7,18,19,29,32,36,37
20080410,9,12,22,31,33,39,41
20080414,5,13,19,35,36,42,44
20080417,18,28,36,37,38,39,41
20080421,9,11,15,18,23,24,32
20080424,6,10,14,21,33,42,45
20080428,10,14,19,20,24,29,42
20080501,8,25,27,32,33,38,39
20080505,10,11,17,20,22,38,44
20080508,14,16,24,26,27,37,44
20080512,12,20,26,27,31,33,37
20080515,2,4,15,25,39,42,44
20080519,4,7,11,17,27,32,38
20080523,4,5,8,23,24,25,31
20080526,8,18,25,29,37,43,45
20080529,1,12,14,25,30,31,43
20080602,9,22,27,34,36,39,45
20080605,1,10,14,32,35,37,41
20080609,2,4,7,11,20,21,27
20080612,13,21,23,25,28,30,40
20080616,3,16,21,23,31,34,42
20080619,3,6,16,25,28,34,39
20080623,2,6,26,28,32,33,39
20080626,2,13,15,16,17,24,28
20080630,4,9,14,22,37,41,44
20080703,6,11,14,15,28,45,35
20080707,2,18,19,21,39,45,36
20080710,22,32,41,42,43,44,31
20080714,5,12,17,18,38,40,22
20080717,5,10,25,27,36,39,40
20080721,5,13,25,27,40,44,2
20080724,2,5,9,20,21,42,15
20080728,4,16,21,26,31,37,24
20080731,9,10,14,18,30,34,11
20080804,4,10,12,20,42,43,24
20080808,14,17,19,21,25,38,34
20080811,3,11,15,23,31,42,7
20080814,6,7,28,36,38,45,37
20080818,4,6,18,22,27,29,26
20080821,5,9,19,30,41,45,22
20080825,6,8,12,15,33,37,36
20080828,2,11,16,32,44,45,6
20080901,5,14,29,34,37,39,30
20080904,8,25,33,39,40,45,43
20080908,8,17,20,39,41,44,43
20080911,8,10,20,23,40,41,38
20080915,11,12,13,21,25,32,2
20080918,10,23,31,37,38,41,20
20080922,6,10,18,21,30,35,1
20080925,1,15,17,26,38,42,21
20080929,9,10,22,27,36,39,44
20081002,3,6,7,11,27,37,12
20081006,6,13,22,30,31,42,40
20081009,2,20,31,33,38,42,15
20081013,9,23,24,25,30,41,14
20081016,17,23,24,38,40,44,26
20081020,12,16,18,23,25,35,41
20081023,5,11,18,24,39,41,45
20081027,1,3,6,7,26,39,18
20081030,1,9,17,23,35,38,34
20081103,1,6,31,35,40,42,44
20081106,13,24,26,27,32,35,21
20081110,3,8,12,14,36,40,24
20081113,5,12,15,20,29,36,19
20081117,8,17,24,30,42,43,18
20081120,18,24,28,29,31,38,17
20081124,1,12,19,22,33,37,21
20081127,9,17,18,25,41,45,29
20081201,4,5,13,16,23,26,30
20081204,2,9,34,39,42,43,26
20081208,13,15,18,22,37,45,35
20081211,2,4,6,28,42,43,39
20081215,17,19,28,30,32,36,29
20081218,1,2,6,17,18,21,10
20081222,10,12,16,26,33,34,29
20081225,3,4,17,28,34,41,33
20081229,2,3,14,25,27,38,1
20090101,3,4,12,22,27,39,37
20090105,4,6,8,18,27,44,13
20090108,6,21,23,28,30,34,39
20090112,2,5,6,15,28,36,16
20090115,5,15,18,19,33,43,30
20090119,3,8,25,30,31,45,21
20090122,15,20,29,33,39,43,44
20090126,3,4,11,16,41,44,1
20090129,3,13,16,22,31,32,43
20090202,5,13,16,27,41,43,7
20090206,6,14,15,28,37,43,24
20090209,5,10,20,24,29,31,36
20090212,2,11,17,24,30,36,45
20090216,4,9,21,25,41,45,37
20090219,9,14,33,34,39,44,35
20090223,2,5,9,11,14,27,19
20090226,6,10,13,32,33,35,15
20090302,1,19,22,28,32,45,13
20090305,5,6,22,33,34,45,44
20090309,3,4,10,12,30,31,9
20090312,4,16,22,31,36,40,20
20090316,2,15,16,24,33,42,39
20090319,16,26,29,31,40,44,14
20090323,8,14,20,30,38,45,17
20090326,14,21,23,32,36,40,8
20090330,4,6,20,21,32,44,18
20090402,17,20,22,31,34,45,6
20090406,7,15,26,28,34,40,19
20090409,20,26,34,36,37,39,29
20090413,17,18,23,24,29,30,38
20090416,7,16,18,31,34,42,10
20090420,4,15,18,20,41,43,17
20090423,4,18,27,30,32,42,15
20090427,8,20,30,31,37,38,9
20090430,9,15,18,29,41,43,1
20090504,2,3,4,13,16,42,35
20090507,5,17,29,31,42,45,10
20090511,3,11,14,24,26,37,33
20090514,9,12,17,28,29,30,32
20090518,13,16,27,31,35,45,32
20090522,12,16,23,24,30,31,25
20090525,7,8,21,26,30,45,15
20090528,2,4,19,21,22,31,8
20090601,4,24,26,30,31,38,41
20090604,3,22,24,28,29,32,37
20090608,10,12,17,24,40,42,7
20090611,2,16,23,35,40,42,17
20090615,1,20,23,27,35,41,5
20090618,21,22,23,29,34,36,20
20090622,5,11,16,19,28,31,14
20090625,5,18,23,34,37,40,12
20090629,7,10,22,24,29,30,4
20090702,1,3,5,14,15,25,16
20090706,14,16,17,29,32,34,45
20090709,11,13,21,32,35,44,18
20090713,25,26,32,36,42,43,3
20090716,10,20,30,31,39,45,6
20090720,12,26,28,37,38,39,1
20090723,15,24,25,32,33,44,29
20090727,4,11,32,36,39,42,12
20090730,1,8,12,22,24,35,45
20090803,11,21,23,31,33,44,6
20090806,1,6,7,8,19,31,33
20090810,15,20,22,23,29,33,28
20090813,1,23,37,38,39,42,40
20090817,1,13,22,29,43,45,17
20090820,3,10,12,13,16,29,17
20090824,6,7,8,10,12,13,26
20090827,6,7,9,19,32,41,8
20090831,2,10,17,27,40,42,11
20090903,2,6,25,30,31,33,44
20090907,1,5,15,33,34,37,28
20090910,2,25,29,36,37,40,19
20090914,2,10,12,18,21,39,35
20090917,1,8,10,29,36,38,34
20090921,3,8,12,19,34,40,22
20090925,2,4,22,29,31,39,37
20090928,4,6,16,21,40,45,10
20091001,7,10,31,33,43,45,22
20091005,10,14,21,30,39,44,8
20091008,11,13,18,21,30,31,34
20091012,1,16,20,22,27,31,38
20091015,7,22,23,36,37,45,31
20091019,5,21,22,34,36,41,9
20091022,13,31,34,35,40,43,1
20091026,2,19,23,28,29,32,25
20091029,1,6,25,28,29,32,24
20091102,16,22,23,31,37,39,18
20091105,5,13,23,25,27,37,4
20091109,6,7,18,28,32,35,42
20091112,16,20,26,29,40,41,18
20091116,20,24,31,33,34,41,25
20091119,10,22,33,37,44,45,15
20091123,1,20,21,22,29,30,38
20091126,5,11,12,17,20,30,43
20091130,1,17,22,35,44,45,36
20091203,1,8,10,12,13,14,15
20091207,4,13,22,27,39,45,21
20091210,8,10,13,21,25,45,26
20091214,2,8,14,20,21,37,3
20091217,3,7,11,31,34,41,22
20091221,4,8,16,17,38,42,12
20091224,5,9,11,26,27,29,2
20091228,9,24,33,36,37,40,44
20091231,7,8,35,36,39,44,37
20100104,11,16,20,27,30,41,26
20100107,5,6,22,34,42,45,35
20100111,6,26,29,30,39,41,12
20100114,3,26,31,34,36,41,42
20100118,1,16,22,24,25,36,13
20100121,15,17,20,38,39,44,6
20100125,1,8,14,17,36,42,15
20100128,6,8,11,18,21,30,41
20100201,3,5,15,23,32,42,30
20100204,24,28,29,32,39,44,12
20100208,9,14,15,27,29,32,12
20100211,1,2,14,31,42,43,3
20100215,4,24,28,29,35,42,34
20100218,6,9,29,30,31,37,26
20100222,9,18,25,37,40,43,30
20100226,4,17,22,26,34,37,43
20100301,23,25,27,31,40,42,20
20100304,4,14,23,27,43,45,24
20100308,3,13,21,22,24,36,40
20100311,6,10,11,13,15,42,33
20100315,7,28,31,32,39,42,9
20100318,1,4,6,30,31,32,8
20100322,9,12,16,23,29,31,10
20100325,10,13,24,29,33,42,31
20100329,2,18,30,41,43,44,14
20100401,4,5,6,18,28,30,21
20100405,9,13,21,31,37,39,3
20100408,5,9,14,22,24,29,26
20100412,5,10,28,33,36,39,16
20100415,12,13,23,26,38,43,25
20100419,9,23,32,38,39,43,1
20100422,9,26,30,31,35,43,45
20100426,7,14,23,32,36,44,31
20100429,12,20,23,30,31,41,38
20100503,1,6,19,25,42,45,8
20100506,4,8,33,42,44,45,19
20100510,1,12,16,18,34,36,41
20100514,5,12,23,37,38,43,41
20100517,6,16,22,23,31,33,20
20100520,8,12,27,31,36,40,30
20100524,8,19,22,23,28,33,13
20100527,1,5,11,12,33,38,20
20100531,6,7,9,12,13,44,28
20100603,18,24,26,30,32,33,3
20100607,1,8,13,17,22,33,25
20100610,20,31,35,40,43,44,17
20100614,7,13,14,15,18,44,28
20100617,13,14,15,20,38,45,35
20100621,10,14,16,19,37,41,1
20100624,2,4,13,22,25,39,1
20100628,5,8,17,27,32,34,22
20100701,14,22,25,36,43,44,29
20100705,7,10,29,30,34,41,17
20100708,3,6,9,23,38,39,14
20100712,3,4,14,18,26,42,33
20100715,10,17,20,23,25,31,33
20100719,3,4,5,10,19,35,9
20100723,12,14,16,23,29,40,21
20100726,7,9,21,28,30,41,37
20100729,6,7,11,23,42,44,38
20100802,2,4,7,10,29,43,25
20100805,6,10,12,22,23,40,25
20100809,11,15,16,36,38,43,40
20100812,5,12,23,26,29,31,19
20100816,4,12,13,15,29,43,41
20100819,8,19,30,31,33,43,32
20100823,7,9,29,37,40,43,11
20100826,3,28,32,34,43,45,37
20100830,12,16,21,29,34,40,38
20100902,7,12,17,18,25,27,1
20100906,7,12,13,22,28,29,16
20100909,2,18,21,22,32,40,34
20100913,3,6,15,25,28,43,44
20100916,1,3,17,24,29,45,8
20100920,10,23,28,34,38,42,32
20100923,1,3,11,13,19,37,29
20100927,1,16,32,34,35,42,22
20100930,8,16,17,25,26,43,45
20101004,7,10,13,16,18,19,35
20101007,9,17,22,23,35,41,44
20101011,2,5,18,23,24,36,17
20101014,8,14,25,31,40,41,29
20101018,3,9,11,28,36,42,10
20101021,7,15,17,18,25,27,2
20101025,2,7,9,18,31,45,4
20101028,2,13,22,32,33,38,1
20101101,18,19,21,27,30,34,37
20101104,6,9,11,17,41,43,27
20101108,13,17,18,20,34,39,14
20101111,10,20,27,34,39,45,25
20101115,3,8,29,32,35,39,24
20101118,3,7,10,31,36,43,25
20101122,8,12,13,21,27,38,45
20101125,9,11,14,23,33,35,15
20101129,11,13,17,23,39,40,4
20101202,4,7,24,25,35,36,13
20101206,1,6,11,20,24,34,2
20101209,11,26,30,32,41,43,40
20101213,6,12,17,27,34,43,9
20101216,6,30,35,36,41,45,26
20101220,6,13,20,30,31,32,5
20101223,10,11,15,21,39,44,38
20101227,4,7,9,11,14,20,16
20101230,6,10,15,21,22,32,30
20110103,5,6,18,21,23,30,37
20110106,9,12,25,30,31,34,27
20110110,4,9,20,27,28,29,16
20110113,6,7,23,34,36,41,10
20110117,17,22,32,36,41,45,4
20110120,11,14,15,23,24,28,2
20110124,9,15,23,28,32,40,41
20110128,5,17,18,20,24,38,7
20110131,6,9,19,22,39,43,27
20110203,2,4,13,24,26,39,14
20110207,3,4,12,24,26,44,1
20110210,6,9,18,26,37,38,8
20110214,1,13,16,30,38,39,24
20110218,18,20,27,34,35,41,1
20110221,6,7,16,20,28,30,26
20110224,7,10,13,17,36,45,16
20110228,8,9,11,30,41,43,36
20110303,1,6,10,31,32,45,43
20110307,16,17,19,28,36,41,8
20110310,8,19,22,24,39,40,2
20110314,22,23,24,32,35,38,2
20110317,2,5,22,29,33,36,4
20110321,7,29,31,32,38,45,3
20110324,7,17,23,24,26,28,18
20110328,11,16,23,29,30,35,40
20110331,3,9,13,14,27,34,7
20110404,3,4,9,22,35,45,44
20110407,16,22,23,25,28,43,37
20110411,9,15,27,28,30,40,12
20110414,6,10,17,29,33,44,9
20110418,2,7,10,16,29,32,18
20110421,24,25,32,38,39,43,2
20110425,2,21,23,25,27,44,43
20110428,12,13,16,21,28,39,2
20110502,3,12,15,28,29,41,4
20110505,10,26,29,34,35,41,22
20110509,6,14,16,19,39,42,26
20110512,7,19,23,26,29,31,38
20110516,16,18,22,27,35,36,11
20110519,6,22,23,26,27,31,3
20110523,1,12,14,21,26,37,17
20110526,2,5,6,14,40,44,28
20110530,14,17,19,28,37,44,7
20110602,1,2,3,15,31,42,10
20110606,2,8,13,21,28,37,24
20110609,8,9,17,28,29,31,26
20110613,17,18,24,27,41,43,12
20110616,10,17,29,30,40,42,26
20110620,2,11,14,22,32,40,42
20110623,3,4,7,17,21,39,12
20110627,10,13,18,27,33,44,38
20110630,4,17,30,39,43,45,19
20110704,11,13,19,33,37,42,17
20110707,35,36,40,41,43,44,32
20110711,4,9,18,19,41,44,23
20110714,9,10,17,23,29,45,15
20110718,6,14,19,20,28,39,16
20110722,11,12,17,25,27,32,42
